N,replica,metric,value
300,31,avg_shortest_path_lcc,3.030820614721177
300,31,diameter_lcc,8.0
300,31,degree_assortativity_ud,-0.4064594440753781
300,31,avg_clustering_ud,0.0
300,31,modularity_ud,0.6313832522447688
300,32,n_nodes,300.0
300,32,n_edges,272.0
300,32,lcc_nodes,204.0
300,32,lcc_ratio,0.68
300,32,avg_shortest_path_lcc,2.934221964647928
300,32,diameter_lcc,8.0
300,32,degree_assortativity_ud,-0.42815553808684176
300,32,avg_clustering_ud,0.0
300,32,modularity_ud,0.632688672386215
300,33,n_nodes,300.0
300,33,n_edges,285.0
300,33,lcc_nodes,215.0
300,33,lcc_ratio,0.7166666666666667
300,33,avg_shortest_path_lcc,3.04951097587481
300,33,diameter_lcc,8.0
300,33,degree_assortativity_ud,-0.40297250608289503
300,33,avg_clustering_ud,0.0
300,33,modularity_ud,0.6350516502897454
300,34,n_nodes,300.0
300,34,n_edges,268.0
300,34,lcc_nodes,204.0
300,34,lcc_ratio,0.68
300,34,avg_shortest_path_lcc,2.8667053028107796
300,34,diameter_lcc,7.0
300,34,degree_assortativity_ud,-0.43845197185681534
300,34,avg_clustering_ud,0.0
300,34,modularity_ud,0.6123757540936512
300,35,n_nodes,300.0
300,35,n_edges,274.0
300,35,lcc_nodes,213.0
300,35,lcc_ratio,0.71
300,35,avg_shortest_path_lcc,3.0531490831783152
300,35,diameter_lcc,8.0
300,35,degree_assortativity_ud,-0.4192338790607723
300,35,avg_clustering_ud,0.0
300,35,modularity_ud,0.6167330332409973
300,36,n_nodes,300.0
300,36,n_edges,285.0
300,36,lcc_nodes,215.0
300,36,lcc_ratio,0.7166666666666667
300,36,avg_shortest_path_lcc,3.0571614866333405
300,36,diameter_lcc,8.0
300,36,degree_assortativity_ud,-0.402087190182212
300,36,avg_clustering_ud,0.0
300,36,modularity_ud,0.6477749013806705
300,37,n_nodes,300.0
300,37,n_edges,283.0
300,37,lcc_nodes,214.0
300,37,lcc_ratio,0.7133333333333334
300,37,avg_shortest_path_lcc,3.043833092010004
300,37,diameter_lcc,8.0
300,37,degree_assortativity_ud,-0.4055986447495595
300,37,avg_clustering_ud,0.0
300,37,modularity_ud,0.6365023629923752
300,38,n_nodes,300.0
300,38,n_edges,283.0
300,38,lcc_nodes,217.0
300,38,lcc_ratio,0.7233333333333334
300,38,avg_shortest_path_lcc,3.0499231950844856
300,38,diameter_lcc,8.0
300,38,degree_assortativity_ud,-0.40914009466575346
300,38,avg_clustering_ud,0.0
300,38,modularity_ud,0.626437954863273
300,39,n_nodes,300.0
300,39,n_edges,284.0
300,39,lcc_nodes,216.0
300,39,lcc_ratio,0.72
300,39,avg_shortest_path_lcc,3.0677002583979327
300,39,diameter_lcc,8.0
300,39,degree_assortativity_ud,-0.408852495121813
300,39,avg_clustering_ud,0.0
300,39,modularity_ud,0.6359664791923976
300,40,n_nodes,300.0
300,40,n_edges,286.0
300,40,lcc_nodes,215.0
300,40,lcc_ratio,0.7166666666666667
300,40,avg_shortest_path_lcc,3.061073679634862
300,40,diameter_lcc,8.0
300,40,degree_assortativity_ud,-0.40015043150114415
300,40,avg_clustering_ud,0.0
300,40,modularity_ud,0.6427261274880323
300,41,n_nodes,300.0
300,41,n_edges,284.0
300,41,lcc_nodes,212.0
300,41,lcc_ratio,0.7066666666666667
300,41,avg_shortest_path_lcc,3.052222122865063
300,41,diameter_lcc,8.0
300,41,degree_assortativity_ud,-0.40065129055352905
300,41,avg_clustering_ud,0.0
300,41,modularity_ud,0.6369933871556657
300,42,n_nodes,300.0
300,42,n_edges,265.0
300,42,lcc_nodes,209.0
300,42,lcc_ratio,0.6966666666666667
300,42,avg_shortest_path_lcc,3.0433382407066616
300,42,diameter_lcc,8.0
300,42,degree_assortativity_ud,-0.4350835961526486
300,42,avg_clustering_ud,0.0
300,42,modularity_ud,0.611400462962963
300,43,n_nodes,300.0
300,43,n_edges,279.0
300,43,lcc_nodes,213.0
300,43,lcc_ratio,0.71
300,43,avg_shortest_path_lcc,3.0951368588891843
300,43,diameter_lcc,8.0
300,43,degree_assortativity_ud,-0.40891302999573387
300,43,avg_clustering_ud,0.0
300,43,modularity_ud,0.6347335250241382
300,44,n_nodes,300.0
300,44,n_edges,287.0
300,44,lcc_nodes,215.0
300,44,lcc_ratio,0.7166666666666667
300,44,avg_shortest_path_lcc,3.0663768745924798
300,44,diameter_lcc,8.0
300,44,degree_assortativity_ud,-0.39834123296249413
300,44,avg_clustering_ud,0.0
300,44,modularity_ud,0.6427370159918001
300,45,n_nodes,300.0
300,45,n_edges,275.0
300,45,lcc_nodes,212.0
300,45,lcc_ratio,0.7066666666666667
300,45,avg_shortest_path_lcc,3.023696682464455
300,45,diameter_lcc,8.0
300,45,degree_assortativity_ud,-0.4131768063839229
300,45,avg_clustering_ud,0.0
300,45,modularity_ud,0.6168126847621607
300,46,n_nodes,300.0
300,46,n_edges,146.0
300,46,lcc_nodes,40.0
300,46,lcc_ratio,0.13333333333333333
300,46,avg_shortest_path_lcc,2.253846153846154
300,46,diameter_lcc,4.0
300,46,degree_assortativity_ud,-0.3227377642076949
300,46,avg_clustering_ud,0.0
300,46,modularity_ud,0.8841759002770083
300,47,n_nodes,300.0
300,47,n_edges,273.0
300,47,lcc_nodes,218.0
300,47,lcc_ratio,0.7266666666666667
300,47,avg_shortest_path_lcc,3.0596541664905086
300,47,diameter_lcc,8.0
300,47,degree_assortativity_ud,-0.4296801810041225
300,47,avg_clustering_ud,0.0
300,47,modularity_ud,0.6038187492309929
300,48,n_nodes,300.0
300,48,n_edges,284.0
300,48,lcc_nodes,215.0
300,48,lcc_ratio,0.7166666666666667
300,48,avg_shortest_path_lcc,3.042121277983047
300,48,diameter_lcc,8.0
300,48,degree_assortativity_ud,-0.4118062848444574
300,48,avg_clustering_ud,0.0
300,48,modularity_ud,0.6283007890250998
300,49,n_nodes,300.0
300,49,n_edges,287.0
300,49,lcc_nodes,220.0
300,49,lcc_ratio,0.7333333333333333
300,49,avg_shortest_path_lcc,3.0721876297218764
300,49,diameter_lcc,8.0
300,49,degree_assortativity_ud,-0.4078413713198531
300,49,avg_clustering_ud,0.0
300,49,modularity_ud,0.6263770163898535
300,50,n_nodes,300.0
300,50,n_edges,253.0
300,50,lcc_nodes,180.0
300,50,lcc_ratio,0.6
300,50,avg_shortest_path_lcc,2.6209807572936064
300,50,diameter_lcc,7.0
300,50,degree_assortativity_ud,-0.4217108801860936
300,50,avg_clustering_ud,0.0
300,50,modularity_ud,0.5820739092179493
300,51,n_nodes,300.0
300,51,n_edges,253.0
300,51,lcc_nodes,182.0
300,51,lcc_ratio,0.6066666666666667
300,51,avg_shortest_path_lcc,2.612470402525651
300,51,diameter_lcc,7.0
300,51,degree_assortativity_ud,-0.4284534640445839
300,51,avg_clustering_ud,0.0
300,51,modularity_ud,0.5688329081632653
300,52,n_nodes,300.0
300,52,n_edges,287.0
300,52,lcc_nodes,213.0
300,52,lcc_ratio,0.71
300,52,avg_shortest_path_lcc,2.980512002834618
300,52,diameter_lcc,7.0
300,52,degree_assortativity_ud,-0.40339014865050027
300,52,avg_clustering_ud,0.0
300,52,modularity_ud,0.6306681621535011
300,53,n_nodes,300.0
300,53,n_edges,286.0
300,53,lcc_nodes,215.0
300,53,lcc_ratio,0.7166666666666667
300,53,avg_shortest_path_lcc,3.052119104542491
300,53,diameter_lcc,8.0
300,53,degree_assortativity_ud,-0.4072933488189936
300,53,avg_clustering_ud,0.0
300,53,modularity_ud,0.6401612496850592
300,54,n_nodes,300.0
300,54,n_edges,287.0
300,54,lcc_nodes,218.0
300,54,lcc_ratio,0.7266666666666667
300,54,avg_shortest_path_lcc,3.0692512577685704
300,54,diameter_lcc,8.0
300,54,degree_assortativity_ud,-0.40335238561306297
300,54,avg_clustering_ud,0.0
300,54,modularity_ud,0.6281445281204935
300,55,n_nodes,300.0
300,55,n_edges,284.0
300,55,lcc_nodes,218.0
300,55,lcc_ratio,0.7266666666666667
300,55,avg_shortest_path_lcc,3.0718724897476006
300,55,diameter_lcc,8.0
300,55,degree_assortativity_ud,-0.4092986340546578
300,55,avg_clustering_ud,0.0
300,55,modularity_ud,0.6299849952536006
300,56,n_nodes,300.0
300,56,n_edges,277.0
300,56,lcc_nodes,208.0
300,56,lcc_ratio,0.6933333333333334
300,56,avg_shortest_path_lcc,3.0489594946116685
300,56,diameter_lcc,8.0
300,56,degree_assortativity_ud,-0.41716403983420186
300,56,avg_clustering_ud,0.0
300,56,modularity_ud,0.6487207783433178
300,57,n_nodes,300.0
300,57,n_edges,286.0
300,57,lcc_nodes,216.0
300,57,lcc_ratio,0.72
300,57,avg_shortest_path_lcc,3.051464254952627
300,57,diameter_lcc,8.0
300,57,degree_assortativity_ud,-0.4052457018657734
300,57,avg_clustering_ud,0.0
300,57,modularity_ud,0.6317599091241024
300,58,n_nodes,300.0
300,58,n_edges,287.0
300,58,lcc_nodes,216.0
300,58,lcc_ratio,0.72
300,58,avg_shortest_path_lcc,3.049913867355728
300,58,diameter_lcc,8.0
300,58,degree_assortativity_ud,-0.40143541616150313
300,58,avg_clustering_ud,0.0
300,58,modularity_ud,0.6400451790743266
300,59,n_nodes,300.0
300,59,n_edges,284.0
300,59,lcc_nodes,219.0
300,59,lcc_ratio,0.73
300,59,avg_shortest_path_lcc,3.037660759917892
300,59,diameter_lcc,8.0
300,59,degree_assortativity_ud,-0.42020018565869205
300,59,avg_clustering_ud,0.0
300,59,modularity_ud,0.6143656943486552
300,60,n_nodes,300.0
300,60,n_edges,286.0
300,60,lcc_nodes,215.0
300,60,lcc_ratio,0.7166666666666667
300,60,avg_shortest_path_lcc,3.0237774396870245
300,60,diameter_lcc,8.0
300,60,degree_assortativity_ud,-0.40681604643454894
300,60,avg_clustering_ud,0.0
300,60,modularity_ud,0.6328848576467624
300,61,n_nodes,300.0
300,61,n_edges,283.0
300,61,lcc_nodes,215.0
300,61,lcc_ratio,0.7166666666666667
300,61,avg_shortest_path_lcc,3.0967181047598347
300,61,diameter_lcc,8.0
300,61,degree_assortativity_ud,-0.4021363560508163
300,61,avg_clustering_ud,0.0
300,61,modularity_ud,0.6388375246548323
300,62,n_nodes,300.0
300,62,n_edges,274.0
300,62,lcc_nodes,218.0
300,62,lcc_ratio,0.7266666666666667
300,62,avg_shortest_path_lcc,3.080581744387604
300,62,diameter_lcc,8.0
300,62,degree_assortativity_ud,-0.4246214437533988
300,62,avg_clustering_ud,0.0
300,62,modularity_ud,0.6111632321939051
300,63,n_nodes,300.0
300,63,n_edges,255.0
300,63,lcc_nodes,185.0
300,63,lcc_ratio,0.6166666666666667
300,63,avg_shortest_path_lcc,2.6349001175088134
300,63,diameter_lcc,7.0
300,63,degree_assortativity_ud,-0.42499311176146
300,63,avg_clustering_ud,0.0
300,63,modularity_ud,0.5791681754048621
300,64,n_nodes,300.0
300,64,n_edges,283.0
300,64,lcc_nodes,213.0
300,64,lcc_ratio,0.71
300,64,avg_shortest_path_lcc,3.0206395606342458
300,64,diameter_lcc,8.0
300,64,degree_assortativity_ud,-0.40798241434470445
300,64,avg_clustering_ud,0.0
300,64,modularity_ud,0.6491360160621983
300,65,n_nodes,300.0
300,65,n_edges,280.0
300,65,lcc_nodes,207.0
300,65,lcc_ratio,0.69
300,65,avg_shortest_path_lcc,2.993762018667042
300,65,diameter_lcc,7.0
300,65,degree_assortativity_ud,-0.4079018668106768
300,65,avg_clustering_ud,0.0
300,65,modularity_ud,0.6393152302243211
300,66,n_nodes,300.0
300,66,n_edges,287.0
300,66,lcc_nodes,212.0
300,66,lcc_ratio,0.7066666666666667
300,66,avg_shortest_path_lcc,3.070195832960744
300,66,diameter_lcc,8.0
300,66,degree_assortativity_ud,-0.3933074809728458
300,66,avg_clustering_ud,0.0
300,66,modularity_ud,0.6522156653962126
300,67,n_nodes,300.0
300,67,n_edges,285.0
300,67,lcc_nodes,213.0
300,67,lcc_ratio,0.71
300,67,avg_shortest_path_lcc,3.077420497829746
300,67,diameter_lcc,8.0
300,67,degree_assortativity_ud,-0.39495317928888213
300,67,avg_clustering_ud,0.0
300,67,modularity_ud,0.6392038296800201
300,68,n_nodes,300.0
300,68,n_edges,280.0
300,68,lcc_nodes,219.0
300,68,lcc_ratio,0.73
300,68,avg_shortest_path_lcc,3.0524904696074735
300,68,diameter_lcc,8.0
300,68,degree_assortativity_ud,-0.4223956337818816
300,68,avg_clustering_ud,0.0
300,68,modularity_ud,0.61560724507668
300,69,n_nodes,300.0
300,69,n_edges,286.0
300,69,lcc_nodes,214.0
300,69,lcc_ratio,0.7133333333333334
300,69,avg_shortest_path_lcc,3.056864551796762
300,69,diameter_lcc,8.0
300,69,degree_assortativity_ud,-0.39895867736399615
300,69,avg_clustering_ud,0.0
300,69,modularity_ud,0.6420395369331838
300,70,n_nodes,300.0
300,70,n_edges,287.0
300,70,lcc_nodes,214.0
300,70,lcc_ratio,0.7133333333333334
300,70,avg_shortest_path_lcc,3.0457198016761002
300,70,diameter_lcc,8.0
300,70,degree_assortativity_ud,-0.39605338900068987
300,70,avg_clustering_ud,0.0
300,70,modularity_ud,0.643697320104688
300,71,n_nodes,300.0
300,71,n_edges,281.0
300,71,lcc_nodes,213.0
300,71,lcc_ratio,0.71
300,71,avg_shortest_path_lcc,3.0668792629993797
300,71,diameter_lcc,8.0
300,71,degree_assortativity_ud,-0.41034664336015425
300,71,avg_clustering_ud,0.0
300,71,modularity_ud,0.6534474549861496
300,72,n_nodes,300.0
300,72,n_edges,282.0
300,72,lcc_nodes,213.0
300,72,lcc_ratio,0.71
300,72,avg_shortest_path_lcc,3.054123483036584
300,72,diameter_lcc,8.0
300,72,degree_assortativity_ud,-0.4030101935121906
300,72,avg_clustering_ud,0.0
300,72,modularity_ud,0.6328484549638396
300,73,n_nodes,300.0
300,73,n_edges,274.0
300,73,lcc_nodes,212.0
300,73,lcc_ratio,0.7066666666666667
300,73,avg_shortest_path_lcc,2.9746937315568274
300,73,diameter_lcc,8.0
300,73,degree_assortativity_ud,-0.43104274426899536
300,73,avg_clustering_ud,0.0
300,73,modularity_ud,0.616295787994641
300,74,n_nodes,300.0
300,74,n_edges,282.0
300,74,lcc_nodes,209.0
300,74,lcc_ratio,0.6966666666666667
300,74,avg_shortest_path_lcc,3.0428781744571216
300,74,diameter_lcc,8.0
300,74,degree_assortativity_ud,-0.3975871250836883
300,74,avg_clustering_ud,0.0
300,74,modularity_ud,0.6545817948131446
300,75,n_nodes,300.0
300,75,n_edges,284.0
300,75,lcc_nodes,217.0
300,75,lcc_ratio,0.7233333333333334
300,75,avg_shortest_path_lcc,3.0606758832565286
300,75,diameter_lcc,8.0
300,75,degree_assortativity_ud,-0.4076782023697071
300,75,avg_clustering_ud,0.0
300,75,modularity_ud,0.6320825975563699
300,76,n_nodes,300.0
300,76,n_edges,281.0
300,76,lcc_nodes,214.0
300,76,lcc_ratio,0.7133333333333334
300,76,avg_shortest_path_lcc,3.011188627089641
300,76,diameter_lcc,8.0
300,76,degree_assortativity_ud,-0.41480740913361397
300,76,avg_clustering_ud,0.0
300,76,modularity_ud,0.6300013793249796
300,77,n_nodes,300.0
300,77,n_edges,287.0
300,77,lcc_nodes,215.0
300,77,lcc_ratio,0.7166666666666667
300,77,avg_shortest_path_lcc,3.032818952401652
300,77,diameter_lcc,8.0
300,77,degree_assortativity_ud,-0.4030116760158592
300,77,avg_clustering_ud,0.0
300,77,modularity_ud,0.6373483664878743
300,78,n_nodes,300.0
300,78,n_edges,284.0
300,78,lcc_nodes,213.0
300,78,lcc_ratio,0.71
300,78,avg_shortest_path_lcc,3.0791921339356896
300,78,diameter_lcc,8.0
300,78,degree_assortativity_ud,-0.40364044749886835
300,78,avg_clustering_ud,0.0
300,78,modularity_ud,0.6627472339698407
300,79,n_nodes,300.0
300,79,n_edges,142.0
300,79,lcc_nodes,37.0
300,79,lcc_ratio,0.12333333333333334
300,79,avg_shortest_path_lcc,2.171171171171171
300,79,diameter_lcc,3.0
300,79,degree_assortativity_ud,-0.33842254598782173
300,79,avg_clustering_ud,0.0
300,79,modularity_ud,0.8877373995617239
300,80,n_nodes,300.0
300,80,n_edges,141.0
300,80,lcc_nodes,38.0
300,80,lcc_ratio,0.12666666666666668
300,80,avg_shortest_path_lcc,2.1678520625889046
300,80,diameter_lcc,3.0
300,80,degree_assortativity_ud,-0.3552629431290241
300,80,avg_clustering_ud,0.0
300,80,modularity_ud,0.8818727716269469
300,81,n_nodes,300.0
300,81,n_edges,255.0
300,81,lcc_nodes,182.0
300,81,lcc_ratio,0.6066666666666667
300,81,avg_shortest_path_lcc,2.579564082326513
300,81,diameter_lcc,6.0
300,81,degree_assortativity_ud,-0.42455103590623666
300,81,avg_clustering_ud,0.0
300,81,modularity_ud,0.5770580229494687
300,82,n_nodes,300.0
300,82,n_edges,257.0
300,82,lcc_nodes,198.0
300,82,lcc_ratio,0.66
300,82,avg_shortest_path_lcc,2.777418858637133
300,82,diameter_lcc,7.0
300,82,degree_assortativity_ud,-0.45881165675409796
300,82,avg_clustering_ud,0.0
300,82,modularity_ud,0.5924556213017752
300,83,n_nodes,300.0
300,83,n_edges,268.0
300,83,lcc_nodes,206.0
300,83,lcc_ratio,0.6866666666666666
300,83,avg_shortest_path_lcc,2.909400899834241
300,83,diameter_lcc,7.0
300,83,degree_assortativity_ud,-0.438485521504217
300,83,avg_clustering_ud,0.0
300,83,modularity_ud,0.6200887604980839
300,84,n_nodes,300.0
300,84,n_edges,285.0
300,84,lcc_nodes,213.0
300,84,lcc_ratio,0.71
300,84,avg_shortest_path_lcc,3.050225883603508
300,84,diameter_lcc,8.0
300,84,degree_assortativity_ud,-0.4082529228701933
300,84,avg_clustering_ud,0.0
300,84,modularity_ud,0.6446622287968441
300,85,n_nodes,300.0
300,85,n_edges,272.0
300,85,lcc_nodes,210.0
300,85,lcc_ratio,0.7
300,85,avg_shortest_path_lcc,2.941581225791752
300,85,diameter_lcc,7.0
300,85,degree_assortativity_ud,-0.4328604485628354
300,85,avg_clustering_ud,0.0
300,85,modularity_ud,0.6107572036314197
300,86,n_nodes,300.0
300,86,n_edges,286.0
300,86,lcc_nodes,219.0
300,86,lcc_ratio,0.73
300,86,avg_shortest_path_lcc,3.065644505885803
300,86,diameter_lcc,8.0
300,86,degree_assortativity_ud,-0.4094161808922404
300,86,avg_clustering_ud,0.0
300,86,modularity_ud,0.6361260214709181
300,87,n_nodes,300.0
300,87,n_edges,287.0
300,87,lcc_nodes,217.0
300,87,lcc_ratio,0.7233333333333334
300,87,avg_shortest_path_lcc,3.068356374807988
300,87,diameter_lcc,8.0
300,87,degree_assortativity_ud,-0.4035117116405558
300,87,avg_clustering_ud,0.0
300,87,modularity_ud,0.6362862522031726
300,88,n_nodes,300.0
300,88,n_edges,283.0
300,88,lcc_nodes,213.0
300,88,lcc_ratio,0.71
300,88,avg_shortest_path_lcc,3.04384799362211
300,88,diameter_lcc,8.0
300,88,degree_assortativity_ud,-0.40948361532879973
300,88,avg_clustering_ud,0.0
300,88,modularity_ud,0.6403850156087408
300,89,n_nodes,300.0
300,89,n_edges,285.0
300,89,lcc_nodes,215.0
300,89,lcc_ratio,0.7166666666666667
300,89,avg_shortest_path_lcc,3.0504672897196263
300,89,diameter_lcc,8.0
300,89,degree_assortativity_ud,-0.40178438458151905
300,89,avg_clustering_ud,0.0
300,89,modularity_ud,0.642939646201873
300,90,n_nodes,300.0
300,90,n_edges,283.0
300,90,lcc_nodes,213.0
300,90,lcc_ratio,0.71
300,90,avg_shortest_path_lcc,2.999025600141731
300,90,diameter_lcc,8.0
300,90,degree_assortativity_ud,-0.4126163903047349
300,90,avg_clustering_ud,0.0
300,90,modularity_ud,0.6262542232747093
300,91,n_nodes,300.0
300,91,n_edges,287.0
300,91,lcc_nodes,216.0
300,91,lcc_ratio,0.72
300,91,avg_shortest_path_lcc,3.02609819121447
300,91,diameter_lcc,8.0
300,91,degree_assortativity_ud,-0.4065287374740564
300,91,avg_clustering_ud,0.0
300,91,modularity_ud,0.6302381355173203
300,92,n_nodes,300.0
300,92,n_edges,285.0
300,92,lcc_nodes,214.0
300,92,lcc_ratio,0.7133333333333334
300,92,avg_shortest_path_lcc,3.0426484138475716
300,92,diameter_lcc,7.0
300,92,degree_assortativity_ud,-0.4037269430944823
300,92,avg_clustering_ud,0.0
300,92,modularity_ud,0.6442025699168556
300,93,n_nodes,300.0
300,93,n_edges,286.0
300,93,lcc_nodes,215.0
300,93,lcc_ratio,0.7166666666666667
300,93,avg_shortest_path_lcc,3.0572484242555964
300,93,diameter_lcc,8.0
300,93,degree_assortativity_ud,-0.4048801149950269
300,93,avg_clustering_ud,0.0
300,93,modularity_ud,0.6456174912472312
300,94,n_nodes,300.0
300,94,n_edges,286.0
300,94,lcc_nodes,213.0
300,94,lcc_ratio,0.71
300,94,avg_shortest_path_lcc,3.000442909026486
300,94,diameter_lcc,7.0
300,94,degree_assortativity_ud,-0.4072780474244258
300,94,avg_clustering_ud,0.0
300,94,modularity_ud,0.6296767344976767
300,95,n_nodes,300.0
300,95,n_edges,272.0
300,95,lcc_nodes,206.0
300,95,lcc_ratio,0.6866666666666666
300,95,avg_shortest_path_lcc,2.991380535164575
300,95,diameter_lcc,8.0
300,95,degree_assortativity_ud,-0.41842492314610125
300,95,avg_clustering_ud,0.0
300,95,modularity_ud,0.630701504319986
300,96,n_nodes,300.0
300,96,n_edges,273.0
300,96,lcc_nodes,216.0
300,96,lcc_ratio,0.72
300,96,avg_shortest_path_lcc,3.0665374677002584
300,96,diameter_lcc,8.0
300,96,degree_assortativity_ud,-0.4240878452065863
300,96,avg_clustering_ud,0.0
300,96,modularity_ud,0.6113547651418797
300,97,n_nodes,300.0
300,97,n_edges,284.0
300,97,lcc_nodes,214.0
300,97,lcc_ratio,0.7133333333333334
300,97,avg_shortest_path_lcc,3.0247904874731253
300,97,diameter_lcc,7.0
300,97,degree_assortativity_ud,-0.40698850830705013
300,97,avg_clustering_ud,0.0
300,97,modularity_ud,0.6278353057199211
300,98,n_nodes,300.0
300,98,n_edges,287.0
300,98,lcc_nodes,217.0
300,98,lcc_ratio,0.7233333333333334
300,98,avg_shortest_path_lcc,3.0599931728963985
300,98,diameter_lcc,8.0
300,98,degree_assortativity_ud,-0.4039311159592661
300,98,avg_clustering_ud,0.0
300,98,modularity_ud,0.6357722348198539
300,99,n_nodes,300.0
300,99,n_edges,281.0
300,99,lcc_nodes,216.0
300,99,lcc_ratio,0.72
300,99,avg_shortest_path_lcc,3.044745908699397
300,99,diameter_lcc,8.0
300,99,degree_assortativity_ud,-0.4196905053805459
300,99,avg_clustering_ud,0.0
300,99,modularity_ud,0.6275698830133744
316,0,n_nodes,316.0
316,0,n_edges,304.0
316,0,lcc_nodes,227.0
316,0,lcc_ratio,0.7183544303797469
316,0,avg_shortest_path_lcc,3.059139994542123
316,0,diameter_lcc,8.0
316,0,degree_assortativity_ud,-0.39802608737066036
316,0,avg_clustering_ud,0.0
316,0,modularity_ud,0.6402076087346266
316,1,n_nodes,316.0
316,1,n_edges,304.0
316,1,lcc_nodes,227.0
316,1,lcc_ratio,0.7183544303797469
316,1,avg_shortest_path_lcc,3.059139994542123
316,1,diameter_lcc,8.0
316,1,degree_assortativity_ud,-0.39802608737066036
316,1,avg_clustering_ud,0.0
316,1,modularity_ud,0.6488445265158307
316,2,n_nodes,316.0
316,2,n_edges,304.0
316,2,lcc_nodes,227.0
316,2,lcc_ratio,0.7183544303797469
316,2,avg_shortest_path_lcc,3.059139994542123
316,2,diameter_lcc,8.0
316,2,degree_assortativity_ud,-0.39802608737066036
316,2,avg_clustering_ud,0.0
316,2,modularity_ud,0.6446538061601349
316,3,n_nodes,316.0
316,3,n_edges,304.0
316,3,lcc_nodes,227.0
316,3,lcc_ratio,0.7183544303797469
316,3,avg_shortest_path_lcc,3.059139994542123
316,3,diameter_lcc,8.0
316,3,degree_assortativity_ud,-0.39802608737066036
316,3,avg_clustering_ud,0.0
316,3,modularity_ud,0.6488445265158307
316,4,n_nodes,316.0
316,4,n_edges,304.0
316,4,lcc_nodes,227.0
316,4,lcc_ratio,0.7183544303797469
316,4,avg_shortest_path_lcc,3.059139994542123
316,4,diameter_lcc,8.0
316,4,degree_assortativity_ud,-0.39802608737066036
316,4,avg_clustering_ud,0.0
316,4,modularity_ud,0.6446538061601349
316,5,n_nodes,316.0
316,5,n_edges,304.0
316,5,lcc_nodes,227.0
316,5,lcc_ratio,0.7183544303797469
316,5,avg_shortest_path_lcc,3.059139994542123
316,5,diameter_lcc,8.0
316,5,degree_assortativity_ud,-0.39802608737066036
316,5,avg_clustering_ud,0.0
316,5,modularity_ud,0.6402076087346266
316,6,n_nodes,316.0
316,6,n_edges,304.0
316,6,lcc_nodes,227.0
316,6,lcc_ratio,0.7183544303797469
316,6,avg_shortest_path_lcc,3.059139994542123
316,6,diameter_lcc,8.0
316,6,degree_assortativity_ud,-0.39802608737066036
316,6,avg_clustering_ud,0.0
316,6,modularity_ud,0.6446538061601349
316,7,n_nodes,316.0
316,7,n_edges,304.0
316,7,lcc_nodes,227.0
316,7,lcc_ratio,0.7183544303797469
316,7,avg_shortest_path_lcc,3.059139994542123
316,7,diameter_lcc,8.0
316,7,degree_assortativity_ud,-0.39802608737066036
316,7,avg_clustering_ud,0.0
316,7,modularity_ud,0.6446538061601349
316,8,n_nodes,316.0
316,8,n_edges,304.0
316,8,lcc_nodes,227.0
316,8,lcc_ratio,0.7183544303797469
316,8,avg_shortest_path_lcc,3.059139994542123
316,8,diameter_lcc,8.0
316,8,degree_assortativity_ud,-0.39802608737066036
316,8,avg_clustering_ud,0.0
316,8,modularity_ud,0.6402076087346266
316,9,n_nodes,316.0
316,9,n_edges,304.0
316,9,lcc_nodes,227.0
316,9,lcc_ratio,0.7183544303797469
316,9,avg_shortest_path_lcc,3.059139994542123
316,9,diameter_lcc,8.0
316,9,degree_assortativity_ud,-0.39802608737066036
316,9,avg_clustering_ud,0.0
316,9,modularity_ud,0.6402076087346266
316,10,n_nodes,316.0
316,10,n_edges,304.0
316,10,lcc_nodes,227.0
316,10,lcc_ratio,0.7183544303797469
316,10,avg_shortest_path_lcc,3.059139994542123
316,10,diameter_lcc,8.0
316,10,degree_assortativity_ud,-0.39802608737066036
316,10,avg_clustering_ud,0.0
316,10,modularity_ud,0.6446538061601349
316,11,n_nodes,316.0
316,11,n_edges,304.0
316,11,lcc_nodes,227.0
316,11,lcc_ratio,0.7183544303797469
316,11,avg_shortest_path_lcc,3.059139994542123
316,11,diameter_lcc,8.0
316,11,degree_assortativity_ud,-0.39802608737066036
316,11,avg_clustering_ud,0.0
316,11,modularity_ud,0.6488445265158307
316,12,n_nodes,316.0
316,12,n_edges,304.0
316,12,lcc_nodes,227.0
316,12,lcc_ratio,0.7183544303797469
316,12,avg_shortest_path_lcc,3.059139994542123
316,12,diameter_lcc,8.0
316,12,degree_assortativity_ud,-0.39802608737066036
316,12,avg_clustering_ud,0.0
316,12,modularity_ud,0.6446538061601349
316,13,n_nodes,316.0
316,13,n_edges,304.0
316,13,lcc_nodes,227.0
316,13,lcc_ratio,0.7183544303797469
316,13,avg_shortest_path_lcc,3.059139994542123
316,13,diameter_lcc,8.0
316,13,degree_assortativity_ud,-0.39802608737066036
316,13,avg_clustering_ud,0.0
316,13,modularity_ud,0.6446538061601349
316,14,n_nodes,316.0
316,14,n_edges,304.0
316,14,lcc_nodes,227.0
316,14,lcc_ratio,0.7183544303797469
316,14,avg_shortest_path_lcc,3.059139994542123
316,14,diameter_lcc,8.0
316,14,degree_assortativity_ud,-0.39802608737066036
316,14,avg_clustering_ud,0.0
316,14,modularity_ud,0.6446538061601349
316,15,n_nodes,316.0
316,15,n_edges,304.0
316,15,lcc_nodes,227.0
